UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
199856,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1297,"R",0,"R",1297,"R",68,"R",5,"R",200,"R",15,"R",0,"R",1297,"R",57,"R",61,"R",257,"R",20
199865,"R",246,"R",0,"R",246,"R",75,"R",30,"R",110,"R",45,"R",0,"R",246,"R",1,"R",1,"R",111,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",427,"R",0,"R",427,"R",18,"R",4,"R",58,"R",14,"R",0,"R",427,"R",31,"R",23,"R",89,"R",21
199908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",455,"R",0,"R",455,"R",25,"R",5,"R",87,"R",19,"R",0,"R",455,"R",24,"R",19,"R",111,"R",24
199926,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",320,"R",0,"R",320,"R",22,"R",7,"R",80,"R",25,"R",0,"R",320,"R",9,"R",13,"R",89,"R",28
199953,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",29,"R",14,"R",57,"R",28,"R",0,"R",202,"R",8,"R",17,"R",65,"R",32
199962,"R",371,"R",0,"R",371,"R",154,"R",42,"R",196,"R",53,"R",0,"R",371,"R",0,"R",0,"R",196,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199971,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",100,"R",0,"R",1,"R",0,"R",0,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
199980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",27,"R",52,"R",38,"R",73,"R",0,"R",52,"R",0,"R",0,"R",38,"R",73
199999,"R",1050,"R",0,"R",1050,"R",167,"R",16,"R",431,"R",41,"R",0,"R",1050,"R",38,"R",4,"R",469,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200004,"R",1555,"R",6,"R",1549,"R",453,"R",29,"R",780,"R",50,"R",0,"R",1549,"R",24,"R",9,"R",804,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200059,"R",287,"R",0,"R",287,"R",29,"R",10,"R",90,"R",31,"R",0,"R",287,"R",10,"R",1,"R",100,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200110,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",31,"R",55,"R",31,"R",55,"R",0,"R",56,"R",0,"R",0,"R",31,"R",55
200129,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",2,"R",12,"R",9,"R",53,"R",0,"R",17,"R",1,"R",0,"R",10,"R",59
200156,"R",270,"R",0,"R",270,"R",67,"R",25,"R",116,"R",43,"R",0,"R",270,"R",3,"R",0,"R",119,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200165,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",18,"R",42,"R",18,"R",42,"R",0,"R",43,"R",0,"R",0,"R",18,"R",42
200192,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",182,"R",0,"R",182,"R",70,"R",38,"R",72,"R",40,"Z",0,"R",182,"R",14,"R",4,"R",86,"R",47
200208,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",3,"R",10,"R",3,"R",10,"R",0,"R",30,"R",0,"R",6,"R",3,"R",10
200217,"R",392,"R",0,"R",392,"R",103,"R",26,"R",202,"R",52,"R",1,"R",391,"R",5,"R",16,"R",207,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200226,"R",142,"R",0,"R",142,"R",28,"R",20,"R",36,"R",25,"R",0,"R",142,"R",3,"R",1,"R",39,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200253,"R",429,"R",0,"R",429,"R",64,"R",15,"R",144,"R",34,"R",0,"R",429,"R",15,"R",8,"R",159,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",0,"R",0,"R",4,"R",100,"R",0,"R",4,"R",0,"R",0,"R",4,"R",100
200280,"R",1856,"R",5,"R",1851,"R",425,"R",23,"R",1006,"R",54,"R",0,"R",1851,"R",54,"R",19,"R",1060,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200305,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",630,"R",1,"R",629,"R",260,"R",41,"R",319,"R",51,"R",0,"R",629,"R",18,"R",3,"R",337,"R",54
200314,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",145,"R",2,"R",143,"R",42,"R",29,"R",52,"R",36,"R",0,"R",143,"R",1,"R",3,"R",53,"R",37
200332,"R",1973,"R",3,"R",1970,"R",457,"R",23,"R",1058,"R",54,"R",0,"R",1970,"R",60,"R",21,"R",1118,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200341,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147,"R",0,"R",147,"R",38,"R",26,"R",52,"R",35,"R",0,"R",147,"R",4,"R",0,"R",56,"R",38
200387,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",3,"R",11,"R",22,"R",79,"R",0,"R",28,"R",0,"R",0,"R",22,"R",79
200466,"R",2,"R",0,"R",2,"R",1,"R",50,"R",2,"R",100,"R",0,"R",2,"R",0,"R",0,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200484,"R",44,"R",0,"R",44,"R",6,"R",14,"R",13,"R",30,"R",0,"R",44,"R",0,"R",0,"R",13,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200527,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200572,"R",176,"R",5,"R",171,"R",40,"R",23,"R",72,"R",42,"R",0,"R",171,"R",1,"R",0,"R",73,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200590,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",19,"R",54,"R",19,"R",54,"R",0,"R",35,"R",0,"R",0,"R",19,"R",54
200633,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",0,"R",68,"R",8,"R",12,"R",29,"R",43,"Z",0,"R",68,"R",3,"Z",0,"R",32,"R",47
200800,"R",2842,"R",2,"R",2840,"R",397,"R",14,"R",1079,"R",38,"R",1,"R",2839,"R",112,"R",73,"R",1191,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
200828,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",39,"R",67,"R",42,"R",72,"R",0,"R",58,"R",1,"R",0,"R",43,"R",74
200846,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",358,"R",0,"R",358,"R",5,"R",1,"R",18,"R",5,"R",0,"R",358,"R",27,"R",97,"R",45,"R",13
200873,"R",17,"R",0,"R",17,"R",1,"R",6,"R",5,"R",29,"R",0,"R",17,"R",1,"R",0,"R",6,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201016,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",8,"R",35,"R",9,"R",39,"R",0,"R",23,"R",1,"R",0,"R",10,"R",43
201034,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2306,"R",0,"R",2306,"R",1582,"R",69,"R",1588,"R",69,"R",0,"R",2306,"R",0,"R",0,"R",1588,"R",69
201061,"R",40,"R",1,"R",39,"R",15,"R",38,"R",17,"R",44,"R",0,"R",39,"R",0,"R",0,"R",17,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201098,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126,"R",1,"R",125,"R",123,"R",98,"R",123,"R",98,"R",0,"R",125,"R",0,"R",0,"R",123,"R",98
201104,"R",566,"R",5,"R",561,"R",271,"R",48,"R",343,"R",61,"R",0,"R",561,"R",0,"R",0,"R",343,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201131,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",42,"R",78,"R",42,"R",78,"R",0,"R",54,"R",0,"R",0,"R",42,"R",78
201159,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",292,"R",0,"R",292,"R",277,"R",95,"R",277,"R",95,"R",0,"R",292,"R",0,"R",0,"R",277,"R",95
201195,"R",598,"R",0,"R",598,"R",311,"R",52,"R",416,"R",70,"R",0,"R",598,"R",4,"R",1,"R",420,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201283,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",323,"R",0,"R",323,"R",35,"R",11,"R",73,"R",23,"R",0,"R",323,"R",20,"Z",0,"R",93,"R",29
201371,"R",230,"R",2,"R",228,"R",123,"R",54,"R",135,"R",59,"R",0,"R",228,"R",1,"R",1,"R",136,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201399,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",425,"R",0,"R",425,"R",205,"R",48,"R",242,"R",57,"R",0,"R",425,"Z",0,"Z",0,"R",242,"R",57
201432,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",400,"R",0,"R",400,"R",9,"R",2,"R",44,"R",11,"R",0,"R",400,"R",36,"R",35,"R",80,"R",20
201441,"R",3585,"R",4,"R",3581,"R",1265,"R",35,"R",2072,"R",58,"R",1,"R",3580,"R",64,"R",18,"R",2136,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201469,"R",6,"R",0,"R",6,"R",4,"R",67,"R",4,"R",67,"R",0,"R",6,"R",0,"R",0,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201478,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",156,"R",0,"R",156,"R",141,"R",90,"R",141,"R",90,"Z",0,"R",156,"R",0,"R",0,"R",141,"R",90
201496,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",530,"R",0,"R",530,"R",458,"R",86,"R",458,"R",86,"R",0,"R",530,"R",0,"R",0,"R",458,"R",86
201539,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",57,"R",73,"R",72,"R",92,"R",0,"R",78,"R",5,"R",1,"R",77,"R",99
201548,"R",602,"R",3,"R",599,"R",310,"R",52,"R",368,"R",61,"R",0,"R",599,"R",4,"R",3,"R",372,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201584,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",30,"R",86,"R",32,"R",91,"R",0,"R",35,"R",1,"R",0,"R",33,"R",94
201609,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",5,"R",28,"R",7,"R",39,"R",0,"R",18,"R",0,"R",0,"R",7,"R",39
201618,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",2,"R",25,"R",3,"R",38,"R",0,"R",8,"R",0,"R",0,"R",3,"R",38
201627,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",2,"R",15,"R",6,"R",46,"R",0,"R",13,"R",0,"R",0,"R",6,"R",46
201645,"R",1162,"R",0,"R",1162,"R",702,"R",60,"R",907,"R",78,"R",0,"R",1162,"R",12,"R",4,"R",919,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201654,"R",761,"R",0,"R",761,"R",427,"R",56,"R",519,"R",68,"R",0,"R",761,"R",7,"R",2,"R",526,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201672,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",641,"R",2,"R",639,"R",27,"R",4,"R",81,"R",13,"R",2,"R",637,"R",39,"R",31,"R",120,"R",19
201681,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",122,"R",0,"R",122,"R",76,"R",62,"R",81,"R",66,"R",0,"R",122,"R",6,"R",1,"R",87,"R",71
201690,"R",344,"R",1,"R",343,"R",31,"R",9,"R",83,"R",24,"R",1,"R",342,"R",17,"R",6,"R",100,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201751,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",2,"R",4,"R",18,"R",33,"R",0,"R",54,"R",2,"R",2,"R",20,"R",37
201803,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",99,"R",0,"R",99,"R",23,"R",23,"R",55,"R",56,"Z",0,"R",99,"R",41,"Z",0,"R",96,"R",97
201858,"R",144,"R",0,"R",144,"R",38,"R",26,"R",61,"R",42,"Z",0,"R",144,"R",1,"Z",0,"R",62,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201867,"R",11,"R",0,"R",11,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",11,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201885,"R",3114,"R",1,"R",3113,"R",691,"R",22,"R",1826,"R",59,"R",0,"R",3113,"R",96,"R",35,"R",1922,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201928,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1408,"R",0,"R",1408,"R",69,"R",5,"R",205,"R",15,"R",0,"R",1408,"R",167,"R",227,"R",372,"R",26
201964,"R",43,"R",0,"R",43,"R",10,"R",23,"R",23,"R",53,"R",0,"R",43,"R",1,"R",6,"R",24,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
201973,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",373,"R",0,"R",373,"R",26,"R",7,"R",48,"R",13,"R",0,"R",373,"R",16,"R",31,"R",64,"R",17
201982,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",2,"R",5,"R",21,"R",54,"R",0,"R",39,"R",0,"R",0,"R",21,"R",54
202046,"R",83,"R",0,"R",83,"R",26,"R",31,"R",48,"R",58,"R",0,"R",83,"R",1,"R",0,"R",49,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202055,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",436,"R",20,"R",416,"R",263,"R",63,"R",304,"R",73,"R",0,"R",416,"R",3,"R",0,"R",307,"R",74
202073,"R",66,"R",0,"R",66,"R",36,"R",55,"R",44,"R",67,"R",0,"R",66,"R",2,"R",0,"R",46,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202134,"R",955,"R",0,"R",955,"R",87,"R",9,"R",286,"R",30,"R",0,"R",955,"R",25,"R",28,"R",311,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202152,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",123,"R",0,"R",123,"R",0,"R",0,"R",109,"R",89,"R",0,"R",123,"R",1,"R",0,"R",110,"R",89
202161,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",188,"R",0,"R",188,"R",132,"R",70,"R",132,"R",70,"R",0,"R",188,"R",0,"R",0,"R",132,"R",70
202170,"R",283,"R",0,"R",283,"R",158,"R",56,"R",180,"R",64,"R",0,"R",283,"R",1,"R",3,"R",181,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202189,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",589,"R",1,"R",588,"R",292,"R",50,"R",329,"R",56,"R",0,"R",588,"R",0,"R",0,"R",329,"R",56
202222,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2065,"R",0,"R",2065,"R",27,"R",1,"R",181,"R",9,"R",0,"R",2065,"R",101,"R",169,"R",282,"R",14
202356,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2124,"R",0,"R",2124,"R",19,"R",1,"R",89,"R",4,"R",1,"R",2123,"R",50,"R",281,"R",139,"R",7
202435,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",1,"R",4,"R",4,"R",14,"R",0,"R",28,"R",1,"R",0,"R",5,"R",18
202453,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",85,"R",1,"R",84,"R",56,"R",67,"R",56,"R",67,"R",0,"R",84,"R",0,"R",0,"R",56,"R",67
202480,"R",1970,"R",0,"R",1970,"R",1149,"R",58,"R",1460,"R",74,"R",1,"R",1969,"R",10,"R",1,"R",1470,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202514,"R",160,"R",0,"R",160,"R",70,"R",44,"R",81,"R",51,"R",0,"R",160,"R",2,"R",0,"R",83,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202523,"R",622,"R",2,"R",620,"R",473,"R",76,"R",491,"R",79,"R",0,"R",620,"R",2,"R",0,"R",493,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202639,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",6,"R",7,"R",57,"R",66,"R",0,"R",87,"R",2,"R",3,"R",59,"R",68
202657,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",273,"R",0,"R",273,"R",211,"R",77,"R",212,"R",78,"R",0,"R",273,"R",0,"R",0,"R",212,"R",78
202684,"R",7,"R",0,"R",7,"R",5,"R",71,"R",5,"R",71,"R",0,"R",7,"R",0,"R",0,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90,"R",0,"R",90,"R",14,"R",16,"R",39,"R",43,"R",0,"R",90,"R",7,"R",0,"R",46,"R",51
202763,"R",564,"R",0,"R",564,"R",240,"R",43,"R",311,"R",55,"R",0,"R",564,"R",2,"R",1,"R",313,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202806,"R",58,"R",0,"R",58,"R",5,"R",9,"R",11,"R",19,"R",0,"R",58,"R",1,"R",2,"R",12,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202888,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",62,"R",4,"R",58,"R",21,"R",36,"R",26,"R",45,"R",0,"R",58,"R",0,"R",0,"R",26,"R",45
202903,"R",35,"R",0,"R",35,"R",5,"R",14,"R",12,"R",34,"R",0,"R",35,"R",0,"Z",0,"R",12,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
202949,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",195,"R",0,"R",195,"R",161,"R",83,"R",161,"R",83,"R",0,"R",195,"R",0,"R",0,"R",161,"R",83
202985,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",9,"R",56,"R",10,"R",63,"R",0,"R",16,"R",0,"R",0,"R",10,"R",63
203030,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",122,"R",0,"R",122,"R",85,"R",70,"R",85,"R",70,"R",0,"R",122,"R",0,"R",0,"R",85,"R",70
203085,"R",324,"R",0,"R",324,"R",174,"R",54,"R",178,"R",55,"R",0,"R",324,"R",5,"R",1,"R",183,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203128,"R",210,"R",2,"R",208,"R",125,"R",60,"R",138,"R",66,"R",0,"R",208,"R",0,"R",0,"R",138,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203146,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",308,"R",1,"R",307,"R",262,"R",85,"R",293,"R",95,"R",0,"R",307,"R",0,"R",0,"R",293,"R",95
203155,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1678,"R",0,"R",1678,"R",209,"R",12,"R",380,"R",23,"R",0,"R",1678,"R",35,"R",39,"R",415,"R",25
203225,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",505,"R",0,"R",505,"R",9,"R",2,"R",310,"R",61,"R",0,"R",505,"R",17,"R",37,"R",327,"R",65
203234,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",159,"R",0,"R",159,"R",52,"R",33,"R",122,"R",77,"R",0,"R",159,"R",0,"R",0,"R",122,"R",77
203289,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",20,"R",87,"R",21,"R",91,"R",0,"R",23,"R",0,"R",0,"R",21,"R",91
203331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",345,"R",0,"R",345,"R",33,"R",10,"R",68,"R",20,"R",1,"R",344,"R",19,"R",13,"R",87,"R",25
203368,"R",786,"R",0,"R",786,"R",504,"R",64,"R",560,"R",71,"R",1,"R",785,"R",5,"R",1,"R",565,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",94,"R",0,"R",94,"R",76,"R",81,"R",77,"R",82,"R",0,"R",94,"R",0,"R",0,"R",77,"R",82
203447,"R",88,"R",0,"R",88,"R",4,"R",5,"R",16,"R",18,"R",0,"R",88,"R",2,"R",14,"R",18,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203456,"R",17,"R",0,"R",17,"R",1,"R",6,"R",2,"R",12,"R",0,"R",17,"R",5,"R",3,"R",7,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
203465,"R",592,"R",0,"R",592,"R",40,"R",7,"R",139,"R",23,"R",0,"R",592,"R",20,"R",31,"R",159,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
